nose_x,nose_y,right_hip_x,right_hip_y,right_knee_x,right_knee_y,right_ankle_x,right_ankle_y,left_hip_x,left_hip_y,left_knee_x,left_knee_y,left_ankle_x,left_ankle_y,right_shoulder_x,right_shoulder_y,left_shoulder_x,left_shoulder_y
0.021805360913276672,0.24413460493087769,-0.050743326544761658,-0.0023115873336791992,-0.054015681147575378,-0.17056173086166382,-0.088654264807701111,-0.31869739294052124,0.050743326544761658,0.0023115873336791992,0.067103162407875061,-0.14998018741607666,0.050804033875465393,-0.2885928750038147,-0.1082863062620163,0.1655806303024292,0.058837249875068665,0.15612423419952393
0.019754976034164429,0.24631181359291077,-0.051269292831420898,-0.0015573203563690186,-0.054999619722366333,-0.17060616612434387,-0.089093893766403198,-0.31751284003257751,0.051269292831420898,0.0015573203563690186,0.066738039255142212,-0.14892509579658508,0.050239801406860352,-0.28757581114768982,-0.10838255286216736,0.16689440608024597,0.059509396553039551,0.15735772252082825
0.019847780466079712,0.24461716413497925,-0.050956100225448608,-0.0025129318237304688,-0.055256307125091553,-0.17165577411651611,-0.089507937431335449,-0.31891494989395142,0.050956100225448608,0.0025129318237304688,0.066483914852142334,-0.15045464038848877,0.049728453159332275,-0.28903079032897949,-0.10855433344841003,0.16546040773391724,0.058949500322341919,0.15593409538269043
0.021135866641998291,0.24508926272392273,-0.051268279552459717,-0.0026275813579559326,-0.055015116930007935,-0.17107132077217102,-0.08915787935256958,-0.31839641928672791,0.051268279552459717,0.0026275813579559326,0.066828876733779907,-0.14989039301872253,0.04998055100440979,-0.28832677006721497,-0.10818269848823547,0.16614231467247009,0.058250159025192261,0.15684136748313904
0.022001549601554871,0.24513354897499084,-0.051548555493354797,-0.0028049647808074951,-0.054712340235710144,-0.17155006527900696,-0.089028820395469666,-0.31808933615684509,0.051548555493354797,0.0028049647808074951,0.06688825786113739,-0.14977279305458069,0.050164595246315002,-0.28808018565177917,-0.10769779980182648,0.16647902131080627,0.059003189206123352,0.15692678093910217
0.024711653590202332,0.24316173791885376,-0.050684168934822083,-0.0022214055061340332,-0.054337337613105774,-0.1719810962677002,-0.088901594281196594,-0.31876116991043091,0.050684168934822083,0.0022214055061340332,0.067521199584007263,-0.15054357051849365,0.050367757678031921,-0.28879719972610474,-0.10698823630809784,0.16564548015594482,0.058876112103462219,0.15644639730453491
0.026617243885993958,0.24389061331748962,-0.051262661814689636,-0.0016353428363800049,-0.054885819554328918,-0.17061945796012878,-0.089368298649787903,-0.31719902157783508,0.051262661814689636,0.0016353428363800049,0.066633060574531555,-0.14932557940483093,0.049742385745048523,-0.28722372651100159,-0.10712869465351105,0.16751375794410706,0.058470115065574646,0.15804633498191833
0.027247607707977295,0.24459800124168396,-0.050605833530426025,-0.0021432936191558838,-0.056851178407669067,-0.17040207982063293,-0.090993791818618774,-0.31601718068122864,0.050605833530426025,0.0021432936191558838,0.065219610929489136,-0.14832857251167297,0.048072606325149536,-0.286012202501297,-0.10844877362251282,0.1689436137676239,0.056126445531845093,0.15915516018867493
0.028042644262313843,0.24314618110656738,-0.050261616706848145,-0.0022730827331542969,-0.057119697332382202,-0.16934359073638916,-0.091460824012756348,-0.31553423404693604,0.050261616706848145,0.0022730827331542969,0.064810037612915039,-0.14783614873886108,0.047728061676025391,-0.28575080633163452,-0.10857036709785461,0.16937088966369629,0.053984165191650391,0.15950191020965576
0.023589938879013062,0.24379971623420715,-0.048157066106796265,-0.0026963651180267334,-0.063166171312332153,-0.16808530688285828,-0.097796767950057983,-0.31440314650535583,0.048157066106796265,0.0026963651180267334,0.058370321989059448,-0.14717254042625427,0.041568368673324585,-0.28469076752662659,-0.11352261900901794,0.17077460885047913,0.048337787389755249,0.16073128581047058
0.023468807339668274,0.24547019600868225,-0.046331927180290222,-0.0027057826519012451,-0.064892962574958801,-0.16661718487739563,-0.09959585964679718,-0.31422135233879089,0.046331927180290222,0.0027057826519012451,0.056746289134025574,-0.14679136872291565,0.039647743105888367,-0.28428354859352112,-0.1146562248468399,0.17161968350410461,0.047823742032051086,0.16133454442024231
0.03649449348449707,0.24623730778694153,-0.050035804510116577,-0.0022391378879547119,-0.053372859954833984,-0.16690030694007874,-0.088420748710632324,-0.31418338418006897,0.050035804510116577,0.0022391378879547119,0.069543242454528809,-0.14732947945594788,0.050902009010314941,-0.28436210751533508,-0.10270288586616516,0.17224237322807312,0.059460908174514771,0.16174402832984924
0.041311487555503845,0.25057736039161682,-0.052860185503959656,-0.0026342570781707764,-0.047769352793693542,-0.16558584570884705,-0.084217622876167297,-0.31004706025123596,0.052860185503959656,0.0026342570781707764,0.07900671660900116,-0.14471706748008728,0.055359289050102234,-0.28105214238166809,-0.096028432250022888,0.17618110775947571,0.065756157040596008,0.16459301114082336
0.044874504208564758,0.24704840779304504,-0.05035121738910675,-0.0011538565158843994,-0.045063301920890808,-0.16458913683891296,-0.083923324942588806,-0.31085976958274841,0.05035121738910675,0.0011538565158843994,0.083736106753349304,-0.14504978060722351,0.0558500736951828,-0.28125759959220886,-0.094258442521095276,0.17489013075828552,0.06895880401134491,0.16364851593971252
0.053282096982002258,0.2443946897983551,-0.049088820815086365,-0.0013476312160491943,-0.040414914488792419,-0.16586962342262268,-0.081574425101280212,-0.31220909953117371,0.049088820815086365,0.0013476312160491943,0.090469226241111755,-0.1472456157207489,0.058367744088172913,-0.28218141198158264,-0.090845212340354919,0.17302027344703674,0.073364362120628357,0.16057351231575012
0.056012704968452454,0.24304896593093872,-0.049033984541893005,-0.0008652806282043457,-0.034865871071815491,-0.16723757982254028,-0.079826489090919495,-0.31264328956604004,0.049033984541893005,0.0008652806282043457,0.096870675683021545,-0.14803540706634521,0.0600118488073349,-0.28244882822036743,-0.087326422333717346,0.17178475856781006,0.07838614284992218,0.1587185263633728
0.064183890819549561,0.24354773759841919,-0.049512714147567749,-0.00054711103439331055,-0.028862446546554565,-0.1658940315246582,-0.077405005693435669,-0.31014108657836914,0.049512714147567749,0.00054711103439331055,0.10803359746932983,-0.14570188522338867,0.063130319118499756,-0.27823227643966675,-0.0821036696434021,0.17105948925018311,0.082834571599960327,0.15782690048217773
0.072774976491928101,0.24114608764648438,-0.049512535333633423,-0.0011107325553894043,-0.020871520042419434,-0.16154605150222778,-0.072955876588821411,-0.30397427082061768,0.049512535333633423,0.0011107325553894043,0.12239867448806763,-0.14067298173904419,0.068640470504760742,-0.27144300937652588,-0.07362779974937439,0.17153215408325195,0.089217513799667358,0.15862244367599487
0.081689313054084778,0.23094221949577332,-0.052515342831611633,-0.00066909193992614746,-0.015556648373603821,-0.16455510258674622,-0.070307269692420959,-0.30551472306251526,0.052515342831611633,0.00066909193992614746,0.13116945326328278,-0.13994035124778748,0.071523532271385193,-0.26958206295967102,-0.064945653080940247,0.16448983550071716,0.092718705534934998,0.15336140990257263
0.092172563076019287,0.23032882809638977,-0.048249274492263794,-0.00024947524070739746,-0.003698885440826416,-0.16494438052177429,-0.060433298349380493,-0.2986738383769989,0.048249274492263794,0.00024947524070739746,0.14689972996711731,-0.13495072722434998,0.081756144762039185,-0.26285603642463684,-0.049605727195739746,0.16222205758094788,0.10696509480476379,0.15073004364967346
0.10547465085983276,0.22222927212715149,-0.048362791538238525,-0.00073155760765075684,0.0030399858951568604,-0.15750971436500549,-0.055356234312057495,-0.29142394661903381,0.048362791538238525,0.00073155760765075684,0.15808436274528503,-0.12878647446632385,0.087149441242218018,-0.25420776009559631,-0.03689083456993103,0.15823271870613098,0.1191093921661377,0.14775541424751282
0.11432674527168274,0.21496284008026123,-0.047654211521148682,-0.0015844106674194336,0.0066252350807189941,-0.15218561887741089,-0.054197549819946289,-0.28270655870437622,0.047654211521148682,0.0015844106674194336,0.16673371195793152,-0.12232404947280884,0.089857280254364014,-0.2442590594291687,-0.026488244533538818,0.15397828817367554,0.12796175479888916,0.14383643865585327
0.12045319378376007,0.21294456720352173,-0.050104424357414246,-0.0028805732727050781,0.008741334080696106,-0.14703398942947388,-0.050400957465171814,-0.27172970771789551,0.050104424357414246,0.0028805732727050781,0.17296169698238373,-0.11229252815246582,0.093212142586708069,-0.23337370157241821,-0.01785607635974884,0.14871358871459961,0.13614068925380707,0.14163756370544434
0.13615316152572632,0.20047831535339355,-0.050263196229934692,-0.0022316575050354004,0.012181550264358521,-0.13840776681900024,-0.046817511320114136,-0.2622600793838501,0.050263196229934692,0.0022316575050354004,0.18102693557739258,-0.10305726528167725,0.096659034490585327,-0.22342061996459961,-0.007580488920211792,0.14354497194290161,0.14547580480575562,0.13743042945861816
0.14363174140453339,0.19314980506896973,-0.051427736878395081,-0.0014771223068237305,0.015984788537025452,-0.13123297691345215,-0.044314131140708923,-0.25375723838806152,0.051427736878395081,0.0014771223068237305,0.18835310637950897,-0.096354126930236816,0.10036931931972504,-0.21455180644989014,-4.4554471969604492e-06,0.13603639602661133,0.1542724221944809,0.13061332702636719
